address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
9461 E Shangri La Rd,SCOTTSDALE,AZ,85260,874500,3888.0,5.0,4.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/9461-E-Shangri-La-Rd-Scottsdale-AZ-85260/8059345_zpid/
11011 N 92nd St UNIT 1000,Scottsdale,AZ,85260,315000,1613.0,3.0,2.5,,Townhouse for sale,http://www.zillow.com/homes/for_sale//homedetails/11011-N-92nd-St-UNIT-1000-Scottsdale-AZ-85260/2088095695_zpid/
14450 N Thompson Peak Pkwy UNIT 208,Scottsdale,AZ,85260,329900,1421.0,2.0,2.0,34.0,Townhouse for sale,http://www.zillow.com/homes/for_sale//homedetails/14450-N-Thompson-Peak-Pkwy-UNIT-208-Scottsdale-AZ-85260/2136143161_zpid/
9450 E Becker Ln APT 1018,SCOTTSDALE,AZ,85260,219900,989.0,2.0,2.0,15.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/9450-E-Becker-Ln-APT-1018-Scottsdale-AZ-85260/68537769_zpid/
9530 E Windrose Dr,SCOTTSDALE,AZ,85260,509900,1610.0,2.0,1.5,10.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/9530-E-Windrose-Dr-Scottsdale-AZ-85260/8048680_zpid/
11011 N 92nd St UNIT 1032,Scottsdale,AZ,85260,343000,1182.0,2.0,2.0,19.0,Townhouse for sale,http://www.zillow.com/homes/for_sale//homedetails/11011-N-92nd-St-UNIT-1032-Scottsdale-AZ-85260/2086737979_zpid/
9100 E Raintree Dr UNIT 245,SCOTTSDALE,AZ,85260,249900,1240.0,2.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/9100-E-Raintree-Dr-UNIT-245-Scottsdale-AZ-85260/8066242_zpid/
11011 N 92nd St UNIT 1071,Scottsdale,AZ,85260,214900,1143.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/11011-N-92nd-St-UNIT-1071-Scottsdale-AZ-85260/2087394199_zpid/
14000 N 94th St UNIT 2173,SCOTTSDALE,AZ,85260,279900,1296.0,2.0,2.0,88.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/14000-N-94th-St-UNIT-2173-Scottsdale-AZ-85260/62731664_zpid/
15252 N 100th St UNIT 2169,SCOTTSDALE,AZ,85260,250000,1135.0,2.0,1.5,45.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/15252-N-100th-St-UNIT-2169-Scottsdale-AZ-85260/8062487_zpid/
16801 N 94th St APT 1065,SCOTTSDALE,AZ,85260,222000,1119.0,2.0,1.5,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/16801-N-94th-St-APT-1065-Scottsdale-AZ-85260/59267197_zpid/
9550 E Thunderbird Rd UNIT 253,SCOTTSDALE,AZ,85260,239900,1152.0,2.0,2.0,51.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/9550-E-Thunderbird-Rd-UNIT-253-Scottsdale-AZ-85260/8062628_zpid/
16801 N 94th St APT 2025,SCOTTSDALE,AZ,85260,225000,1119.0,2.0,1.5,88.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/16801-N-94th-St-APT-2025-Scottsdale-AZ-85260/59267218_zpid/
15050 N Thompson Peak Pkwy UNIT 1042,SCOTTSDALE,AZ,85260,238900,1090.0,2.0,1.0,1630.0,Townhouse for sale,http://www.zillow.com/homes/for_sale//homedetails/15050-N-Thompson-Peak-Pkwy-UNIT-1042-Scottsdale-AZ-85260/8062139_zpid/
11333 N 92nd St UNIT 2076,SCOTTSDALE,AZ,85260,236900,1123.0,2.0,2.0,115.0,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/11333-N-92nd-St-UNIT-2076-Scottsdale-AZ-85260/8059592_zpid/
8603 E Corrine Dr,SCOTTSDALE,AZ,85260,1500000,5033.0,5.0,6.0,,Make me move®,http://www.zillow.com/homes/for_sale//homedetails/8603-E-Corrine-Dr-Scottsdale-AZ-85260/7863304_zpid/
9550 E Thunderbird Rd UNIT 121,SCOTTSDALE,AZ,85260,209000,843.0,1.0,1.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/9550-E-Thunderbird-Rd-UNIT-121-Scottsdale-AZ-85260/8062520_zpid/
9450 E Becker Ln APT 2018,SCOTTSDALE,AZ,85260,224900,989.0,2.0,2.0,122.0,Townhouse for sale,http://www.zillow.com/homes/for_sale//homedetails/9450-E-Becker-Ln-APT-2018-Scottsdale-AZ-85260/68537871_zpid/
9809 E Becker Ln,SCOTTSDALE,AZ,85260,644000,2500.0,4.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/9809-E-Becker-Ln-Scottsdale-AZ-85260/8049572_zpid/
11485 N 72nd Way,SCOTTSDALE,AZ,85260,599000,2020.0,2.0,2.5,73.0,House for sale,http://www.zillow.com/homes/for_sale//homedetails/11485-N-72nd-Way-Scottsdale-AZ-85260/7864163_zpid/
8710 E Sunnyside Dr LOT 59,Scottsdale,AZ,85260,419900,,,,,Lot / Land for sale,http://www.zillow.com/homes/for_sale//homedetails/8710-E-Sunnyside-Dr-LOT-59-Scottsdale-AZ-85260/2090534992_zpid/
14000 N 94th St UNIT 2198,SCOTTSDALE,AZ,85260,239900,1154.0,2.0,2.0,27.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/14000-N-94th-St-UNIT-2198-Scottsdale-AZ-85260/55268832_zpid/
13850 N Frank Lloyd Wright Blvd LOT 1,Scottsdale,AZ,85260,8700000,,,,142.0,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/13850-N-Frank-Lloyd-Wright-Blvd-LOT-1-Scottsdale-AZ-85260/2088254182_zpid/
16510 N 92nd St # 1006,Scottsdale,AZ,85260,524900,2364.0,2.0,3.0,,New construction,http://www.zillow.com/homes/for_sale//homedetails/16510-N-92nd-St-1006-Scottsdale-AZ-85260/240312910_zpid/
9820 E Cactus Rd,SCOTTSDALE,AZ,85260,2699000,,,,,Coming soon,http://www.zillow.com/homes/for_sale//homedetails/9820-E-Cactus-Rd-Scottsdale-AZ-85260/95104689_zpid/
16510 N 92nd St # 1003,Scottsdale,AZ,85260,755000,2877.0,3.0,4.0,,Townhouse for sale,http://www.zillow.com/homes/for_sale//homedetails/16510-N-92nd-St-1003-Scottsdale-AZ-85260/240312129_zpid/
11260 N 92nd St UNIT 1010,Scottsdale,AZ,85260,229000,1301.0,2.0,2.0,157.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/11260-N-92nd-St-UNIT-1010-Scottsdale-AZ-85260/2088474822_zpid/
14000 N 94th St UNIT 2165,SCOTTSDALE,AZ,85260,265000,1279.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/14000-N-94th-St-UNIT-2165-Scottsdale-AZ-85260/62731656_zpid/
10409 E Pershing Ave,SCOTTSDALE,AZ,85260,559000,2302.0,3.0,2.0,,House for sale,http://www.zillow.com/homes/for_sale//homedetails/10409-E-Pershing-Ave-Scottsdale-AZ-85260/8047608_zpid/
11011 N 92nd St UNIT 1083,Scottsdale,AZ,85260,220000,1143.0,2.0,2.0,,Condo for sale,http://www.zillow.com/homes/for_sale//homedetails/11011-N-92nd-St-UNIT-1083-Scottsdale-AZ-85260/8059004_zpid/
11515 N 91st St UNIT 233,SCOTTSDALE,AZ,85260,245000,1078.0,2.0,2.0,285.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/11515-N-91st-St-UNIT-233-Scottsdale-AZ-85260/8059203_zpid/
11333 N 92nd St UNIT 2091,SCOTTSDALE,AZ,85260,234900,1294.0,2.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/11333-N-92nd-St-UNIT-2091-Scottsdale-AZ-85260/8059607_zpid/
15095 N Thompson Peak Pkwy UNIT 1106,SCOTTSDALE,AZ,85260,252000,1147.0,2.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/15095-N-Thompson-Peak-Pkwy-UNIT-1106-Scottsdale-AZ-85260/67707017_zpid/
9550 E Thunderbird Rd UNIT 272,SCOTTSDALE,AZ,85260,259900,1282.0,3.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/9550-E-Thunderbird-Rd-UNIT-272-Scottsdale-AZ-85260/8062647_zpid/
15095 N Thompson Peak Pkwy UNIT 1033,SCOTTSDALE,AZ,85260,260000,1147.0,2.0,2.0,44.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/15095-N-Thompson-Peak-Pkwy-UNIT-1033-Scottsdale-AZ-85260/67806550_zpid/
14000 N 94th St UNIT 1169,SCOTTSDALE,AZ,85260,269900,1279.0,2.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/14000-N-94th-St-UNIT-1169-Scottsdale-AZ-85260/62731602_zpid/
9555 E Raintree Dr UNIT 1049,SCOTTSDALE,AZ,85260,255000,1111.0,2.0,2.0,50.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/9555-E-Raintree-Dr-UNIT-1049-Scottsdale-AZ-85260/61629508_zpid/
11515 N 91st St UNIT 234,SCOTTSDALE,AZ,85260,234900,976.0,2.0,1.0,25.0,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/11515-N-91st-St-UNIT-234-Scottsdale-AZ-85260/8059202_zpid/
14000 N 94th St UNIT 1190,SCOTTSDALE,AZ,85260,264000,1299.0,2.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/14000-N-94th-St-UNIT-1190-Scottsdale-AZ-85260/55268805_zpid/
11011 N 92nd St UNIT 2155,Scottsdale,AZ,85260,219500,1143.0,2.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/11011-N-92nd-St-UNIT-2155-Scottsdale-AZ-85260/8058979_zpid/
14000 N 94th St UNIT 2190,SCOTTSDALE,AZ,85260,259900,1299.0,2.0,2.0,,Apartment for sale,http://www.zillow.com/homes/for_sale//homedetails/14000-N-94th-St-UNIT-2190-Scottsdale-AZ-85260/55268826_zpid/
E Bell Rd UNIT 219,SCOTTSDALE,AZ,85260,,1487.0,,2.33,249.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/247484588_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Pine Valley Rd,SCOTTSDALE,AZ,85260,,2780.0,,4.0,298.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/246026513_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N 92nd St UNIT 2028,SCOTTSDALE,AZ,85260,,1029.0,,2.0,23.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/251077633_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N 100th St UNIT 2189,SCOTTSDALE,AZ,85260,,1548.0,,2.33,24.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/251017727_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N 103rd St,SCOTTSDALE,AZ,85260,,1614.0,,2.33,290.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/154108932_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N 90th Pl,SCOTTSDALE,AZ,85260,,2029.0,,2.33,53.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/250718678_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Thunderbird Rd UNIT 212,SCOTTSDALE,AZ,85260,,1152.0,,2.0,67.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250553134_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N 92nd St UNIT 1024,SCOTTSDALE,AZ,85260,,1364.0,,2.0,67.0,Pre-foreclosure,"http://www.zillow.com/homes/for_sale/250553133_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Raintree Dr UNIT 1020,SCOTTSDALE,AZ,85260,,1111.0,,2.0,107.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249968782_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Cortez St,SCOTTSDALE,AZ,85260,,1239.0,,2.0,135.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249575316_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Mescal St,SCOTTSDALE,AZ,85260,,1800.0,,2.67,157.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/249323428_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
N 99th Pl,SCOTTSDALE,AZ,85260,,2969.0,,3.67,185.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/248927707_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Osborn Rd UNIT 1504,PHOENIX,AZ,85014,,3473.0,,4.67,290.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/245558739_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Pershing Ave,SCOTTSDALE,AZ,85260,,2484.0,,3.67,23.0,Pre-foreclosure / Auction,"http://www.zillow.com/homes/for_sale/251077632_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
